"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2JS1QP6AUC26QQKI5BO330FK3B781W","Obama and Romney are just Human So are you! http://t.co/zqMJsdMc via @JohnCBader","A182JW8U6PO60U","happy","A2J0MGJFLGQOO5","happy","Yes","happy","Tue Nov 13 01:20:02 UTC 2012"
"28UJK63ZVE3H4AY5AKH9RL5R6EJAZQ","The Chronicles of Mitt: Oct 23. 2012:","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:58:55 UTC 2012"
"2NF3YOCCF0CPIUB0LSEIQXYG7O4TSP","#la The Chronicles of Mitt: Oct 23. 2012:","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:05:23 UTC 2012"
"2CYULF395SW60QFQKDEYVJBYI0XDR2","Latest Gallup Poll: ROMNEY - 52% OBAMA - 45% NO SITTING PRESIDENT UNDER 50% HAS EVER GOTTEN RE-ELECTED!!!!! #TCOT #GOP #TEAPARTY","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 21:48:27 UTC 2012"
"2ZKKYEPLSP75XV0HOTUOIHQETU1WQT","Obama and Romney Agree: We Spend Too Much Money. So Obviously We Can't Cut Defense Spending http://t.co/MdoXEa4z","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 21:43:23 UTC 2012"
"229GNTBJ3MMDAFT0ZXX2SHB9PCFAW0","RT @guardian: Catch up: Obama and Romney clash over foreign policy in final presidential debate http://t.co/ZdYGR2e2 #election2012","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:57:58 UTC 2012"
"2YATLB3L0FBJMS2MBOARMVE5UO9WK1","Obama plan for next 4 years! Wise Latinos for Romney! #tcot #tlot #gop #obama #nobama #Latinos #dems http://t.co/0rqF7f0N","A182JW8U6PO60U","hopeful","A2J0MGJFLGQOO5","hopeful","Yes","hopeful","Tue Nov 13 00:00:19 UTC 2012"
"2J11LY58B727ZAWR7U8D96YFVUX8T4","RT @steveweinstein: This is must read on Auto bailout: Romney &amp; Company Shipped Every Single Delphi UAW Job to China: http://t.co/nP07DI0q","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 21:46:06 UTC 2012"
"2QNSW6NG1FS3081U3861NZSZO1FXJW","RT @NotKennyRogers: If I'm Mitt Romney. I go to Ohio and burn a Lebron James jersey every day until the election.","A2J0MGJFLGQOO5","funny","A53VNQRRFQ785","funny","Yes","funny","Mon Nov 12 23:38:34 UTC 2012"
"2HJ1K274J79K36KC0XV62XFCG3NEG0","RT @ojailola: Sure did. @BarackObama: Last night. Gov. Romney looked you right in eye &amp; tried to pretend that he never said let D ...","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 21:45:14 UTC 2012"
"20WNLVWJ5OPBD89RRIPM4B7ES8CU2E","RT @itsrealTED: Id like to know what Obama or Romney propose to do about Youtube buffering.","A2J0MGJFLGQOO5","funny","A53VNQRRFQ785","funny","Yes","funny","Mon Nov 12 23:39:51 UTC 2012"
"2OV1X3V0FK0C1UGU6BD7XKK9OQEMFY","RT @RealRaymondJ: Romney and his wife will never be able to do it like them. &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt ...","A182JW8U6PO60U","mocking","A2J0MGJFLGQOO5","mocking","Yes","mocking","Mon Nov 12 23:58:41 UTC 2012"
"2DJVP9746OQ15X41Z0X7851QNB51LA","RT @postpolitics: Tagg Romney apologizes to Obama for take a swing comment http://t.co/gRLTlcCf","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:57:54 UTC 2012"
"2F736XBAT2D500CYXPUQ8JG5WX440H","Charges e imagens satirizando fala do candidato Mitt Romney agitam campanha presidencial nos EUA http://t.co/hNIhH2nf","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:06:53 UTC 2012"
"2XE40SPW1INMUQC1WTUNIB6BILY2FO","#OctoberSurprise: Allred To Court. Attempts To Unseal Mitt Romney Testimony &amp; Lift Gag Order http://t.co/Lb29SjIk via @sharethis","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:59:36 UTC 2012"
"2NAK9RJ85OZICOVX2KGMWOQ5HV87VX","RT @teenwolfyo: Mitt Romney's a hoe","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Mon Nov 12 23:34:13 UTC 2012"
"2X2CCVLL3CA3GWVLH0VCHNQUAWF8YT","What yall folks think about Romney!!!?","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:06:58 UTC 2012"
"267SI2KYEPLS2HJVDWXWR3OAKPWTND","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","hopeful","Yes","hopeful","Mon Nov 12 22:07:54 UTC 2012"
"2XNTYMNCWYB4MPN3K28X91JOQRBPL2","RT @TheRightScoop: Watch LIVE Romney/Ryan in Red Rocks Amphiteatre in Morrison. Colorado http://t.co/Vn6Favy8","A2J0MGJFLGQOO5","none / other","A53VNQRRFQ785","none / other","Yes","none / other","Mon Nov 12 23:32:47 UTC 2012"
"2ECLRGNTBJ3MZNBG7ZYNE2KHE848UV","RT @iSlapThirsties: Question : What is 2 + 2","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:52:04 UTC 2012"
"2L0XKO2L92HEP6OHPDPOKCF0FONEF1","RT @shortwave8669: MSNBC: Romney Right. Obama Wrong On Auto Bailout  http://t.co/kWQHeEfW via @BreitbartNews @EdShow","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:57:25 UTC 2012"
"2LHMAZHHRRLF3A2YF5IH9KHOCDYMDN","Watch:  Mitt Romney. Barack Obama Hit Background States Following Debate: Candidates seek to sway undecided vote... http://t.co/MI2ns76h","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:34:27 UTC 2012"
"27ZM8JIA0RYNWJGYBUD0DBMJWT050O","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A2J0MGJFLGQOO5","hopeful","A53VNQRRFQ785","hopeful","Yes","hopeful","Mon Nov 12 23:34:58 UTC 2012"
"2YQ8MQU6L5OB8MWCJ7O4IIJFAFCDW5","@shortwave8669: MSNBC: Romney Right. Obama Wrong On Auto Bailout  http://t.co/V936DCcf via @BreitbartNews @EdShow music to my ears","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:59:09 UTC 2012"
"2VYOOGQSCM6INKG36SLU200OTJ2GGJ","RT @TheRightScoop: Watch LIVE Romney/Ryan in Red Rocks Amphiteatre in Morrison. Colorado http://t.co/Vn6Favy8","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:12:56 UTC 2012"
"2JNL8I9NZW6HR9KZ6EHWFT86CFBVLS","RT @Anthonyjohnc21: ann romney http://t.co/v5P0LjkZ look alike / twin","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 21:43:06 UTC 2012"
"2CIFK0COK2JEEWL0CU0LZW6O29URKT","The third presidential debate will face #Romney and #Obama: #White_House #USA #Democratic_Party - http://t.co/G3HTl7oR","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:05:07 UTC 2012"
"25RZ6KW4ZMAZUR52DPH0WNNVUGJG7G","RT @kwelkernbc: Campaign Official: after last night's debate. Tagg Romney apologized to POTUS for saying he wanted to ""take a swing"" at  ...","A2J0MGJFLGQOO5","none / other","A53VNQRRFQ785","none / other","Yes","none / other","Mon Nov 12 23:43:32 UTC 2012"
"2GDXX2Q45UUK3YCRFSN1VS8OJZJSA3","It really does annoy me how the ratchet kids talk so much shit about Romney.  Its O.D. Imean #teamObama but dont act like you know politics.","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:30:58 UTC 2012"
"294EZZ2MIKMNM4M018U81WWXL2B7OV","RT @KattWillliams: Bands will make her dance . stamps will make her twerk . If Romney becomes president . these hoes will have to work.","A1Y6CLBM5VJQKD","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Tue Nov 13 01:57:34 UTC 2012"
"2PT727M0IGFKUNFHQPJVN4VIRTHZEA","@stanleyburburin @emirsader Olha o efeito Malafaia pro Romney a","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:20:13 UTC 2012"
"24BBJ3MMDX5F2H1HUU8BHMDXRHGDZV","@Shelly_Smyth: I wish all niggers were dead! I can't wait for President Romney to send you all away so i can be safe again brain washed","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 21:44:35 UTC 2012"
"2F55F3Q0JG5TBW1NO824HF9SVRZHD9","RT @Traphik: The only English channel in this Austrian hotel room is CNN. I know SO much about Obama/Romney debate body language now.","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:07:21 UTC 2012"
"2IBHV8ER9Y8T0UWXR2D5SFHS5N4R43","@carmennRos so mesmoooo! mas epa qt menos contacto com aquele Romney melhor. eu tb lhe taparia a cara.. e se pudesse. tirava-lhe o som!","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 22:10:27 UTC 2012"
"2DKGTP9RA7S59WFH18JON70JPG3RWP","@LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/wMowVNWj that's definitely fake. dumbasses.","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 21:43:12 UTC 2012"
"2UHKPFE4EGDHQWGGDI99VZW6KDH8IN","African American woman burned alive by the Mitt Romney supporters that are KKK for wearing a Barack Obama T-Shirt","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Mon Nov 12 23:58:01 UTC 2012"
"2C6K5UFJ51Y73O2A78HS9CSTPNX8BE","@Liz_Cheney @gretawire thanks Liz! Romney can't be prosecutor right now. He needed to pull back. He was too aggressive in 2nd debate.","A2J0MGJFLGQOO5","afraid","A53VNQRRFQ785","afraid","Yes","afraid","Mon Nov 12 23:40:56 UTC 2012"
"2AZV8ER9Y8TNXS0AKWWKNHS2RLIS5X","RT @EnTitulares: El debate Obama-Romney sobre poltica exterior. el menos visto de los tres...(cont.) http://t.co/FGxZrgHg   #eeuu #elec ...","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:19:51 UTC 2012"
"2ADOK5UFJ51YK0SZRPPQ01CSWL67AV","Barack Obama d politikada acik ara daha stnd. Romney Davutolu hii aciz duruma dt.","A2J0MGJFLGQOO5","none / other","A3NU1SQPI1NXY4","none / other","Yes","none / other","Tue Nov 13 01:29:01 UTC 2012"
"2DO18N46UXFCQEJ84OKNLSNTNH4SQ9","Mitt Romney can go suck some ballz!","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Tue Nov 13 01:20:26 UTC 2012"
"2ZIOUQIHPCGJFNGCGDN55H0JSOA604","RT @zbleumoon:  The Romney/Ryan plan cuts taxes even more for the super-rich and gets everyone else to pay the bill. Mike Taibbi","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:34:09 UTC 2012"
"2BR8JHSTLB3LDPPU1SFBREJRHUWSGF","RT @OMG_CHILL_BITCH: : if Romney wins. everybody twitter location gone be ""via cotton field"".","A1Y6CLBM5VJQKD","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Tue Nov 13 01:56:31 UTC 2012"
"22M2J1LY58B7FH0BAQ6KPD161EAR6O","Lmao  RT @KeriHilson just voted for ROMNEY. you lazy Bitches fuckin up the economy. *nicki voice* http://t.co/SwRBoIqn","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Tue Nov 13 01:20:58 UTC 2012"
"26VOBDDP8PJWX4RO07DBBQ392ZTF4W","Mitt Romney says Barack Obama was silent about the protests after the 2009 Iran election http://t.co/dR00UEUF via @zite","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:00:18 UTC 2012"
"2IMIXKO2L92HRMALY7UYWCCF3B7EDQ","RT @FUNNYPICS: Yup. That's Romney    http://t.co/K3YyDza4","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 21:49:03 UTC 2012"
"28YNTBJ3MMDXIP3IFGTKPB9MGW6BXP","@WiiUDude Time to find more funny poiltic pics on google. Is it Romney and Obama again? xD","A1Y6CLBM5VJQKD","funny","A2J0MGJFLGQOO5","funny","Yes","funny","Tue Nov 13 02:07:30 UTC 2012"
"2CUNHMVHVKCJDBFVUHVJF9KQZ5K53J","RT @tp_nonnie: Secret Service takes any threats serious against Romney. Might what to keep tweets or other social media civil. addressin ...","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","afraid","Yes","afraid","Mon Nov 12 21:49:28 UTC 2012"
"2Y9RLFQ0ONNV4RFV9Y0EORB79MDSJJ","I love these 7 quotes from Romney's final debate.  Awesome. http://t.co/29jQG8Rn","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","happy","Yes","happy","Mon Nov 12 22:09:09 UTC 2012"
"248Q7Q67051QXM12TCKQK1XMJHIDXY","Il web ironizza sull'ultimo dibattito televisivo Romney-Obama http://t.co/s1p1Hew7","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 21:46:59 UTC 2012"
"2BVD8XMB3Q39CAPHM3F614EVVSDRGQ","RT @CantBeFriendslf: We can't be friends if you want Romney to win.","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 22:11:53 UTC 2012"
"23DHVKCJ011KFHIUZJBQ4618Q3O97I","Post-debate. MSNBC's Matthews claims Romney supporters fueled by racial hatred... http://t.co/2WWJReLc","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 22:09:32 UTC 2012"
"2P1HSTLB3L0FOTNTGLAERREVH49UIP","@PeytonList Obama or Romney?:D #AskPeytonList lol","A2J0MGJFLGQOO5","none / other","A53VNQRRFQ785","none / other","Yes","none / other","Mon Nov 12 23:34:22 UTC 2012"
"2P3Z6R70G5R9LNMUV5574SSTQXUP95","RT @HuffingtonPost WATCH: Romney on auto bailout in '08: ""If you write a check. they're going to go out of business"" http://t.co/Jk8cAwnL","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:59:51 UTC 2012"
"2N970G5R98D8WD9PZ6JS1NYCJ24SC5","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ...","A182JW8U6PO60U","hopeful","A2J0MGJFLGQOO5","hopeful","Yes","hopeful","Tue Nov 13 01:53:57 UTC 2012"
"2WVEY5COW0LG49HJ416LK6VNXYE5WP","RT @denverpost: WATCH LIVE: Mitt Romney and Paul Ryan rally at Red Rocks (beginning at 7 p.m.): http://t.co/4Oyk8WAb by @John_Ingold","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:02:17 UTC 2012"
"2BFFCD45XCET0N6YLU9NBTGP7ZSZXJ","RT @PoliticalTicker: Romney's son apologizes to Obama for 'swing' remark - http://t.co/TTKPqEE3","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:53:21 UTC 2012"
"2TX806UFBNFS8Q8W7D050W6NJ0Y2GN","Presidential debate: Obama and Romney almost word-for-word same on #Syria http://t.co/UGbeYO3t","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 22:07:46 UTC 2012"
"2FB3DHJHP4BDQUUFQIIS59X3J2N3WX","Dunia Lebih Menyukai Obama Daripada Romney http://t.co/cQIGAlSW","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:13:32 UTC 2012"
"27OSVQ8H88MQ7GZGGLMCQ1RX03T7Q3","@ABFalecbaldwin In The Case of Romney. add Churchills Words to the mix..""Never Has So Few.Owned So Much.And Knows So Little. About So Many""","A182JW8U6PO60U","mocking","A2J0MGJFLGQOO5","mocking","Yes","mocking","Tue Nov 13 02:04:38 UTC 2012"
"20EKUDD8XMB33DNASLXU1O6T7DDDOT","If romney is elected president i'm packing my bags and looking for what island Tupac is stationed.","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 22:13:58 UTC 2012"
"2TYJ2D21O3W5AREUHZJIAKYESKAE8K","In Native American lore. a shape shifter is an evil spirit that shifts into animal forms. I heard someone call Romney a shape shifter.Spooky","A2J0MGJFLGQOO5","afraid","A53VNQRRFQ785","afraid","Yes","afraid","Mon Nov 12 23:31:15 UTC 2012"
"2AGMNCWYB49FM26397S1RONSW4ZRNY","the case against Mitt Romney is more fundamental. As time goes on and the Bush years begin to pass... http://t.co/COS9o6UU","A1Y6CLBM5VJQKD","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 02:07:40 UTC 2012"
"2JVIPDOBDDP82TAVMN485MB3T2RC15","RT @ATaylor_2: RT @Shenenehh: Mitt Romney gone take away weave if he become president. hoes gone be walking around looking like lil bill ..","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 22:10:01 UTC 2012"
"2ELV0FK0COK2WOFXZZBKHLRW9NHPIO","'Horses and bayonets' becomes an online hit as Obama. Romney spar http://t.co/jf6y1ran","A2J0MGJFLGQOO5","funny","A53VNQRRFQ785","funny","Yes","funny","Mon Nov 12 23:32:15 UTC 2012"
"2IQN46UXFCD4I7QPLX4SVTKIQ2BUSH","toby ur scary as mitten romney","A182JW8U6PO60U","mocking","A2J0MGJFLGQOO5","mocking","Yes","mocking","Mon Nov 12 23:31:50 UTC 2012"
"236FXRDS4IC1R8RYPT6M91A2LUFVYK","A BITCH LIKE ROMNEY THAT'S THAT SHIT I DONT LIKE...","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","angry","Yes","angry","Mon Nov 12 21:43:30 UTC 2012"
"29BMOFXRDS4IPBS95XOJNM11D10TW4","@TMZ: Court Showdown Over Secret Mitt Romney Testimony http://t.co/HMKYqBft &lt;---- Holy sh*t! Very curious about this... #CookingPopcorn","A182JW8U6PO60U","hopeful","A2J0MGJFLGQOO5","hopeful","Yes","hopeful","Mon Nov 12 23:58:19 UTC 2012"
"28G0LWSBRI8I7LG9MJZJPSTLE231DU","@IllMindofBEE @loscosby @AuthenticSnoopy #fake #elections operations make romney look like a asshole so these niggas can think they doin sum","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:37:34 UTC 2012"
"22R2HECWA6X3BYQN7A3PDKXPWH5LKX","@TruthTeam2012: At the debate last night. Romney told 24 myths in 41 minutes: http://t.co/XqtRMr3m","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:39:28 UTC 2012"
"2S5VP3TVOK5USTJCQHHEWZFYTRK528","El #reality contina: #Obama y #Romney acordaron no estar de acuerdo http://t.co/suCjjtOV","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:59:56 UTC 2012"
"2AOYTWX4H3H22LIO1J7IEIJRE4O4ZA","@TheFearBoners: A couple that's been together 20 yrs once had problems.  MY GOD GAME CHANGER","A2J0MGJFLGQOO5","mocking","A53VNQRRFQ785","mocking","Yes","mocking","Mon Nov 12 23:42:58 UTC 2012"
"2BUF806UFBNF55U5DPU9DSW6QFJF1J","RT @jayerayee: So Mitt Romney bullied a gay boy in middle school to the point to where the boy killed himself. And this is who we want r ...","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:28:43 UTC 2012"
"2BU26DG67D1XG5EQCA3OS2JE4LP8FW","RT @repjaykaufman: Having served with Romney in MA. he is simply lying about bipartisanship.  Ds and Rs agreed he was distracted. diseng ...","A182JW8U6PO60U","angry","A2J0MGJFLGQOO5","angry","Yes","angry","Mon Nov 12 23:31:39 UTC 2012"
"26QJVCNHMVHVXMXBTBB2F4J7CJ902I","RT @Varketta_: Instead of debates. #Obama and #Romney should have Pokemon battles. #GameChanger","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","funny","Yes","funny","Mon Nov 12 22:07:28 UTC 2012"
"22X395SW6NG1S2HYQXAB6F1F2RHUGX","RT @edshow: Is Mitt Romney up to the challenges of commander-in-chief? Vote. tweet on tonight's #edshow 8pET poll! http://t.co/IM5Y6SaE  ...","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 21:47:51 UTC 2012"
"2GFR24SMEZZ2ZSYXFJL8X9Y3BSF2JR","RT @msnbc: Debate highlights: Watch Romney agree with Obama on foreign policy (video) http://t.co/vzLFpdXX","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:33:46 UTC 2012"
"23SZHHRRLFQ01X16JRSKPO9EJQTOFF","3rd Presidential Debate 2012: Barack Obama vs. Mitt Romney - http://t.co/3JcEdtbQ","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:59:44 UTC 2012"
"22T3L0FBJ9IOOTSUJOMEDRPR5LIZNZ","#HuffingtonPost World Geography According To Mitt Romney. Mitt Romney: Syria is Iran""s only ally in ... http://t.co/Wt2xL8Yv #noteradcom","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 22:10:50 UTC 2012"
"2BUF806UFBNF55U5DPU9DSW6QFJ1F5","RT @ojailola: Great. Cathy! @DownriverDem: @ojailola @BarackObama  We here in Detroit &amp; MI know the truth.  We don't even consider  ...","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Mon Nov 12 23:57:36 UTC 2012"
"2A79RA7S5WM1JJC3GPY0RMHLDHBZUR","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","A53VNQRRFQ785","angry","Yes","angry","Mon Nov 12 23:44:36 UTC 2012"
"2Q2SSZVXX2Q4I48VIYPGVIW1QRQ6OU","@RippDemUp Okay. then we really want him answering the red phone at 3:00 am! Romney proved last nite that he is just Palin w/o the lipstick!","A2J0MGJFLGQOO5","mocking","A3NU1SQPI1NXY4","mocking","Yes","mocking","Tue Nov 13 01:29:32 UTC 2012"
"2LOOQ1SNQQ7QJHEGT0BCVR12WPUR7N","@PedroFerriz usted que piensa. quien ganara Obama o Romney?","A2J0MGJFLGQOO5","none / other","A3NU1SQPI1NXY4","none / other","Yes","none / other","Tue Nov 13 01:30:39 UTC 2012"
"292MT6YTWX4HGRG03E49HGI6LI8W1X","@gasparkers sos mi idolo pagano hijo de Romney","A182JW8U6PO60U","none / other","A2J0MGJFLGQOO5","none / other","Yes","none / other","Tue Nov 13 01:21:04 UTC 2012"
"2X7GSNTL0XUL4Q143TUMUDX5IOPM0U","RT @TeaPartyCat: Romney: ""Yes. I'll give the military $2 trillion more than they asked for. but only because they haven't planned for th ...","A2J0MGJFLGQOO5","mocking","ATBZC1F0M7F2F","mocking","Yes","mocking","Mon Nov 12 21:45:43 UTC 2012"
"25L3FDEY5COWDVU2RDZCZFLC9U4T2L","RT @nowUno2much: Are U voting:","A2J0MGJFLGQOO5","none / other","ATBZC1F0M7F2F","none / other","Yes","none / other","Mon Nov 12 21:44:21 UTC 2012"
"2UHXR24SMEZZFWWVEX0UGP9Y67B1IW","RT @cherrynarry: mitt romney is probably A","ATBZC1F0M7F2F","angry","AMAAE4PQGWD99","none / other","No","no_agreement","Mon Nov 12 16:32:08 UTC 2012"
"2H6HOVR14IXK1CZKUR5C4A6X6X687S","Watching a feed of Kid Rock open for Mitt Romney and Paul Ryan in CO.","ATBZC1F0M7F2F","hopeful","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 14:58:28 UTC 2012"
"2YYYQ4J3NAB6OP0Q7YPYQT1TMEVDQ1","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:46:17 UTC 2012"
"28YNTBJ3MMDXIP3IFGTKPB9MGW6XBB","RT @thinkprogress: After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qIPRh5uI # ...","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:48:22 UTC 2012"
"244HGYQ4J3NAOGPQEP6O6YIT4S1OBX","RT @GoBrooklyn: Via @CarpenterPM -- http://t.co/ajcqDTgS ""What's left to learn about Mitt Romney? Nothing. Which is also what constitute ...","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:49:27 UTC 2012"
"2NF3YOCCF0CPIUB0LSEIQXYG7O3STN","@PeacefulHeart5 #Romney pushes #neocon wars 4 #Israel! http://t.co/CNOgxCdR &amp; http://t.co/zkVw5xK6 &amp; http://t.co/zLkBGxT0  #NowThatsADebate","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 19:42:11 UTC 2012"
"2WTNFSVGULF3MF67YX71NS3N1M1M8H","RT @DrCannabliss: #WeCantDateIf You're voting for Romney","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none / other","No","no_agreement","Mon Nov 12 20:14:41 UTC 2012"
"2GH2MIKMN9U82JCE03NW5I3SXX0RAE","@HuffPostPol Romney has lying eyes and a permanent sneer.","ATBZC1F0M7F2F","afraid","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 12 15:00:10 UTC 2012"
"2DKDIPDOBDDPLZX7C44DGXMB6PLB0U","At the Last Presidential Debate: Romney Told 24 Myths in 41 Minutes | NationofChange http://t.co/Te5O2ngJ via @nationofchange","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 21:17:28 UTC 2012"
"2DJINMHGYQ4JGXOMYL6MNFOY1HB8L1","RT @Ruth205: Romney es igual que Hipolito. smh","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","none / other","No","no_agreement","Mon Nov 12 16:16:58 UTC 2012"
